"ASV" "cluster" "median" "Kingdom" "Phylum" "Class" "Order" "Family" "Genus" "Species" "BOLD_bin" "representative" "n_reads" "n_samples"
"81" "594d408eccbecb40ffac4d5fe7eedc3e" "Blattidae_cluster1" 0 "Animalia" "Arthropoda" "Insecta" "Blattodea" "Blattidae" "Shelfordella" "Shelfordella lateralis" "BOLAAG9959" 0 188 1
"82" "dca6433479bbaa7f6a08131560537649" "Blattidae_cluster1" 0 "Animalia" "Arthropoda" "Insecta" "Blattodea" "Blattidae" "Shelfordella" "Shelfordella lateralis" "BOLAAG9959" 0 185 1
"83" "7a2f68d9c28d20004f51d4b0d9b3911f" "Blattidae_cluster1" 0 "Animalia" "Arthropoda" "Insecta" "Blattodea" "Blattidae" "Shelfordella" "Shelfordella lateralis" "BOLAAG9959" 0 183 1
"84" "249fc5b695f98f61c8055ea17f68240f" "Blattidae_cluster1" 0 "Animalia" "Arthropoda" "Insecta" "Blattodea" "Blattidae" "Shelfordella" "Shelfordella lateralis" "BOLAAG9959" 0 179 1
"85" "d7f2b522e1a6c0a2945038f37ffd1bd8" "Blattidae_cluster1" 0 "Animalia" "Arthropoda" "Insecta" "Blattodea" "Blattidae" "Shelfordella" "Shelfordella lateralis" "BOLAAG9959" 0 178 4
"86" "f8cb41bacce137aa15bfb03574e7273d" "Blattidae_cluster1" 0 "Animalia" "Arthropoda" "Insecta" "Blattodea" "Blattidae" "Shelfordella" "Shelfordella lateralis" "BOLAAG9959" 0 175 1
"87" "a88b278bffda6e5ddfacde7a7eec3723" "Blattidae_cluster1" 0 "Animalia" "Arthropoda" "Insecta" "Blattodea" "Blattidae" "Shelfordella" "Shelfordella lateralis" "BOLAAG9959" 0 171 4
"88" "ca997822ce2d8e1cc438a9bb27c92be9" "Blattidae_cluster1" 0 "Animalia" "Arthropoda" "Insecta" "Blattodea" "Blattidae" "Shelfordella" "Shelfordella lateralis" "BOLAAG9959" 0 169 1
"89" "12ed5d71a29e271a58638ee3aa9718ec" "Blattidae_cluster1" 0 "Animalia" "Arthropoda" "Insecta" "Blattodea" "Blattidae" "Shelfordella" "Shelfordella lateralis" "BOLAAG9959" 0 163 5
"90" "8e3719042ba2ee21e6fb9b2f2f7b36f9" "Blattidae_cluster1" 0 "Animalia" "Arthropoda" "Insecta" "Blattodea" "Blattidae" "Shelfordella" "Shelfordella lateralis" "BOLAAG9959" 0 155 1
"91" "47624a689f01c8a219b523772988980b" "Blattidae_cluster1" 0 "Animalia" "Arthropoda" "Insecta" "Blattodea" "Blattidae" "Shelfordella" "Shelfordella lateralis" "BOLAAG9959" 0 154 54
"92" "4fb5dc1cac6e13612f805df681dd4cd3" "Blattidae_cluster1" 0 "Animalia" "Arthropoda" "Insecta" "Blattodea" "Blattidae" "Shelfordella" "Shelfordella lateralis" "BOLAAG9959" 0 153 5
"93" "b2428e219ca69a4d8a8456967d57e9c2" "Blattidae_cluster1" 0 "Animalia" "Arthropoda" "Insecta" "Blattodea" "Blattidae" "Shelfordella" "Shelfordella lateralis" "BOLAAG9959" 0 146 5
"94" "c2ff3dd94472b19698691c5ef31d8bd8" "Blattidae_cluster1" 0 "Animalia" "Arthropoda" "Insecta" "Blattodea" "Blattidae" "Shelfordella" "Shelfordella lateralis" "BOLAAG9959" 0 131 1
"95" "7271e24f6095022443bf58050ce1e5c3" "Blattidae_cluster1" 0 "Animalia" "Arthropoda" "Insecta" "Blattodea" "Blattidae" "Shelfordella" "Shelfordella lateralis" "BOLAAG9959" 0 129 4
"96" "7f863ed6010065e07158207bfc04c00f" "Blattidae_cluster1" 0 "Animalia" "Arthropoda" "Insecta" "Blattodea" "Blattidae" "Shelfordella" "Shelfordella lateralis" "BOLAAG9959" 0 100 1
"97" "c7f58c898d2b815b270a5be344440243" "Blattidae_cluster1" 0 "Animalia" "Arthropoda" "Insecta" "Blattodea" "Blattidae" "Shelfordella" "Shelfordella lateralis" "BOLAAG9959" 0 98 3
"98" "8bad46dc40829462a62e301cd8dd81eb" "Blattidae_cluster1" 0 "Animalia" "Arthropoda" "Insecta" "Blattodea" "Blattidae" "Shelfordella" "Shelfordella lateralis" "BOLAAG9959" 0 97 39
"99" "94cf3e73079284f3d646073c1f92a7a8" "Blattidae_cluster1" 0 "Animalia" "Arthropoda" "Insecta" "Blattodea" "Blattidae" "Shelfordella" "Shelfordella lateralis" "BOLAAG9959" 0 95 1
"100" "b91bd56fb603a35a2d57ab4bc324736c" "Blattidae_cluster1" 0 "Animalia" "Arthropoda" "Insecta" "Blattodea" "Blattidae" "Shelfordella" "Shelfordella lateralis" "BOLAAG9959" 0 95 29
"101" "3b07f016ed63a594cb4405eef93207ea" "Blattidae_cluster1" 0 "Animalia" "Arthropoda" "Insecta" "Blattodea" "Blattidae" "Shelfordella" "Shelfordella lateralis" "BOLAAG9959" 0 94 1
"102" "7b71af9d237793334bf26c2e34254eaf" "Blattidae_cluster1" 0 "Animalia" "Arthropoda" "Insecta" "Blattodea" "Blattidae" "Shelfordella" "Shelfordella lateralis" "BOLAAG9959" 0 92 1
"103" "9cb834f166e52e37695c795107fd81b7" "Blattidae_cluster1" 0 "Animalia" "Arthropoda" "Insecta" "Blattodea" "Blattidae" "Shelfordella" "Shelfordella lateralis" "BOLAAG9959" 0 91 1
"104" "22bd5ff482f0e8c9ef868c415864b3a3" "Blattidae_cluster1" 0 "Animalia" "Arthropoda" "Insecta" "Blattodea" "Blattidae" "Shelfordella" "Shelfordella lateralis" "BOLAAG9959" 0 88 1
"105" "08bf4ea454896c1689ed8a2480248da3" "Blattidae_cluster1" 0 "Animalia" "Arthropoda" "Insecta" "Blattodea" "Blattidae" "Shelfordella" "Shelfordella lateralis" "BOLAAG9959" 0 83 3
"106" "9bbc249babe2b3cb3ea9031b19629259" "Blattidae_cluster1" 0 "Animalia" "Arthropoda" "Insecta" "Blattodea" "Blattidae" "Shelfordella" "Shelfordella lateralis" "BOLAAG9959" 0 82 1
"107" "fe9d74e5b76e4886d830a79fa35da7eb" "Blattidae_cluster1" 0 "Animalia" "Arthropoda" "Insecta" "Blattodea" "Blattidae" "Shelfordella" "Shelfordella lateralis" "BOLAAG9959" 0 82 1
"108" "4425d42dd32fd6b498b5b8d609e65ef6" "Blattidae_cluster1" 0 "Animalia" "Arthropoda" "Insecta" "Blattodea" "Blattidae" "Shelfordella" "Shelfordella lateralis" "BOLAAG9959" 0 73 2
"109" "b1899498856c1494f28aadca5913daf9" "Blattidae_cluster1" 0 "Animalia" "Arthropoda" "Insecta" "Blattodea" "Blattidae" "Shelfordella" "Shelfordella lateralis" "BOLAAG9959" 0 67 2
"110" "9f3cf6a546780912a966477560fff155" "Blattidae_cluster1" 0 "Animalia" "Arthropoda" "Insecta" "Blattodea" "Blattidae" "Shelfordella" "Shelfordella lateralis" "BOLAAG9959" 0 66 2
"111" "56699e43092e61dff879dba2843f4603" "Blattidae_cluster1" 0 "Animalia" "Arthropoda" "Insecta" "Blattodea" "Blattidae" "Shelfordella" "Shelfordella lateralis" "BOLAAG9959" 0 64 13
"112" "8e7360617d1b03a1567bab038a6fb5a6" "Blattidae_cluster1" 0 "Animalia" "Arthropoda" "Insecta" "Blattodea" "Blattidae" "Shelfordella" "Shelfordella lateralis" "BOLAAG9959" 0 63 2
"113" "b475b06672359ae3a6fa8b4590c44b4a" "Blattidae_cluster1" 0 "Animalia" "Arthropoda" "Insecta" "Blattodea" "Blattidae" "Shelfordella" "Shelfordella lateralis" "BOLAAG9959" 0 61 1
"114" "181f279831ad3b2c671b590cd9f94618" "Blattidae_cluster1" 0 "Animalia" "Arthropoda" "Insecta" "Blattodea" "Blattidae" "Shelfordella" "Shelfordella lateralis" "BOLAAG9959" 0 57 1
"115" "0c93f2fad1ab79960edb5b7df5c92b52" "Blattidae_cluster1" 0 "Animalia" "Arthropoda" "Insecta" "Blattodea" "Blattidae" "Shelfordella" "Shelfordella lateralis" "BOLAAG9959" 0 54 2
"116" "9862cc132d647f011316bd7c6fb8cf70" "Blattidae_cluster1" 0 "Animalia" "Arthropoda" "Insecta" "Blattodea" "Blattidae" "Shelfordella" "Shelfordella lateralis" "BOLAAG9959" 0 53 1
"117" "1b76a72d10b3c141fe37909bde012735" "Blattidae_cluster1" 0 "Animalia" "Arthropoda" "Insecta" "Blattodea" "Blattidae" "Shelfordella" "Shelfordella lateralis" "BOLAAG9959" 0 51 2
"118" "e7d9b7a2640d1a3e75788c1f6b24b8bb" "Blattidae_cluster1" 0 "Animalia" "Arthropoda" "Insecta" "Blattodea" "Blattidae" "Shelfordella" "Shelfordella lateralis" "BOLAAG9959" 0 50 1
"119" "08b4ac4379f9c375590e9642b6064e2e" "Blattidae_cluster1" 0 "Animalia" "Arthropoda" "Insecta" "Blattodea" "Blattidae" "Shelfordella" "Shelfordella lateralis" "BOLAAG9959" 0 49 1
"120" "bbe912b0905c7e3942d8a162faf83e38" "Blattidae_cluster1" 0 "Animalia" "Arthropoda" "Insecta" "Blattodea" "Blattidae" "Shelfordella" "Shelfordella lateralis" "BOLAAG9959" 0 49 1
"121" "d6651587ba7727c5cfc5252bfa76b1e9" "Blattidae_cluster1" 0 "Animalia" "Arthropoda" "Insecta" "Blattodea" "Blattidae" "Shelfordella" "Shelfordella lateralis" "BOLAAG9959" 0 49 2
